config_fingerprint,suite,task,display_name,category,category_display_name,seed,task_seed,optimizer_seed,method_seed,dataset_seed,split_seed,optimizer,method_id,method_display_name,implementation_kind,original_framework,implementation_framework,source_url,source_commit,paper_url,train_size,train_min_percentile,train_max_percentile,reference_min_utility,reference_max_utility,d_best_utility,refnorm_d_best_score,recommendation_count,query_count,cumulative_simulated_cost,training_summary_json,resolved_method_config_json,diagnostics_json,raw_max_utility,raw_median_utility,raw_mean_utility,refnorm_max_score,refnorm_median_score,refnorm_mean_score,regret,best_objective
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,41,,41,41,,0,coms,coms,COM,lightweight_adaptation,TensorFlow,pytorch,https://github.com/rail-berkeley/design-baselines,,https://proceedings.mlr.press/v139/trabucco21a.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""epochs"": 100, ""final_alpha"": 0.021011793985962868, ""final_overestimation"": 0.6375160813331604, ""final_train_mse"": 0.0984281525015831, ""resolved_method_config"": {""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""train_samples"": 146, ""validation_mse"": 1.735905647277832, ""validation_samples"": 36}","{""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}","{""final_alpha"": 0.021011793985962868, ""validation_mse"": 1.735905647277832}",-0.8712795715848871,-0.9208855437651025,-0.920511604753031,0.9818581217823944,0.9642062220319058,0.964339285323759,0.0509829264203973,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,41,,41,41,,0,bdi,bdi,BDI,lightweight_adaptation,JAX,pytorch,https://github.com/GGchen1997/BDI,,https://proceedings.neurips.cc/paper_files/paper/2022/hash/bd391cf5bdc4b63674d6da3edc1bde0d-Abstract.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""lengthscale"": 4.742185592651367, ""resolved_method_config"": {""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""support_points"": 146, ""support_train_mse"": 0.048464737832546234, ""train_samples"": 146, ""validation_samples"": 36}","{""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}",{},-0.8123404947616428,-0.9351383674158088,-0.920393246602303,1.00283113429973,0.9591344654835277,0.9643814021520256,-0.0079561504028469,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,42,,42,42,,0,best_logged,best_logged,Best Logged,native_baseline,PyTorch,pytorch,,,,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""resolved_method_config"": {}, ""visible_logged_samples"": 182}",{},{},-0.8339020373736177,-0.9039487624527238,-0.9086270067549592,0.995158626899416,0.97023304405922,0.9685683271753064,0.0136053922091279,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,42,,42,42,,0,coms,coms,COM,lightweight_adaptation,TensorFlow,pytorch,https://github.com/rail-berkeley/design-baselines,,https://proceedings.mlr.press/v139/trabucco21a.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""epochs"": 100, ""final_alpha"": 0.020922059193253517, ""final_overestimation"": 0.26833194494247437, ""final_train_mse"": 0.01742737367749214, ""resolved_method_config"": {""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""train_samples"": 146, ""validation_mse"": 1.579176664352417, ""validation_samples"": 36}","{""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}","{""final_alpha"": 0.020922059193253517, ""validation_mse"": 1.579176664352417}",-0.8108612150716367,-0.9313349032266528,-0.9207319868673394,1.0033575244830746,0.9604878986614452,0.9642608640608022,-0.009435430092853,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,42,,42,42,,0,bdi,bdi,BDI,lightweight_adaptation,JAX,pytorch,https://github.com/GGchen1997/BDI,,https://proceedings.neurips.cc/paper_files/paper/2022/hash/bd391cf5bdc4b63674d6da3edc1bde0d-Abstract.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""lengthscale"": 4.742185592651367, ""resolved_method_config"": {""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""support_points"": 146, ""support_train_mse"": 0.048464737832546234, ""train_samples"": 146, ""validation_samples"": 36}","{""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}",{},-0.8123404947616428,-0.9351383674158088,-0.920393246602303,1.00283113429973,0.9591344654835277,0.9643814021520256,-0.0079561504028469,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,43,,43,43,,0,best_logged,best_logged,Best Logged,native_baseline,PyTorch,pytorch,,,,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""resolved_method_config"": {}, ""visible_logged_samples"": 182}",{},{},-0.8339020373736177,-0.9039487624527238,-0.9086270067549592,0.995158626899416,0.97023304405922,0.9685683271753064,0.0136053922091279,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,43,,43,43,,0,coms,coms,COM,lightweight_adaptation,TensorFlow,pytorch,https://github.com/rail-berkeley/design-baselines,,https://proceedings.mlr.press/v139/trabucco21a.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""epochs"": 100, ""final_alpha"": 0.02154530957341194, ""final_overestimation"": 0.07736635953187943, ""final_train_mse"": 0.011488735675811768, ""resolved_method_config"": {""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""train_samples"": 146, ""validation_mse"": 1.5699647665023804, ""validation_samples"": 36}","{""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}","{""final_alpha"": 0.02154530957341194, ""validation_mse"": 1.5699647665023804}",-0.915889168999496,-0.919565014548098,-0.9203603731734908,0.965984143169263,0.9646761220929604,0.9643930999062342,0.0955925238350061,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,43,,43,43,,0,bdi,bdi,BDI,lightweight_adaptation,JAX,pytorch,https://github.com/GGchen1997/BDI,,https://proceedings.neurips.cc/paper_files/paper/2022/hash/bd391cf5bdc4b63674d6da3edc1bde0d-Abstract.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""lengthscale"": 4.742185592651367, ""resolved_method_config"": {""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""support_points"": 146, ""support_train_mse"": 0.048464737832546234, ""train_samples"": 146, ""validation_samples"": 36}","{""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}",{},-0.8123404947616428,-0.9351383674158088,-0.920393246602303,1.00283113429973,0.9591344654835277,0.9643814021520256,-0.0079561504028469,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,44,,44,44,,0,best_logged,best_logged,Best Logged,native_baseline,PyTorch,pytorch,,,,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""resolved_method_config"": {}, ""visible_logged_samples"": 182}",{},{},-0.8339020373736177,-0.9039487624527238,-0.9086270067549592,0.995158626899416,0.97023304405922,0.9685683271753064,0.0136053922091279,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,44,,44,44,,0,coms,coms,COM,lightweight_adaptation,TensorFlow,pytorch,https://github.com/rail-berkeley/design-baselines,,https://proceedings.mlr.press/v139/trabucco21a.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""epochs"": 100, ""final_alpha"": 0.02063523605465889, ""final_overestimation"": 0.3410567045211792, ""final_train_mse"": 0.06715744733810425, ""resolved_method_config"": {""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""train_samples"": 146, ""validation_mse"": 1.5875415802001953, ""validation_samples"": 36}","{""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}","{""final_alpha"": 0.02063523605465889, ""validation_mse"": 1.5875415802001953}",-0.8126479343660125,-0.919436695988126,-0.9134120819543304,1.0027217343053918,0.9647217832554617,0.9668655953467477,-0.0076487107984772,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,44,,44,44,,0,bdi,bdi,BDI,lightweight_adaptation,JAX,pytorch,https://github.com/GGchen1997/BDI,,https://proceedings.neurips.cc/paper_files/paper/2022/hash/bd391cf5bdc4b63674d6da3edc1bde0d-Abstract.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""lengthscale"": 4.742185592651367, ""resolved_method_config"": {""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""support_points"": 146, ""support_train_mse"": 0.048464737832546234, ""train_samples"": 146, ""validation_samples"": 36}","{""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}",{},-0.8123404947616428,-0.9351383674158088,-0.920393246602303,1.00283113429973,0.9591344654835277,0.9643814021520256,-0.0079561504028469,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,45,,45,45,,0,best_logged,best_logged,Best Logged,native_baseline,PyTorch,pytorch,,,,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""resolved_method_config"": {}, ""visible_logged_samples"": 182}",{},{},-0.8339020373736177,-0.9039487624527238,-0.9086270067549592,0.995158626899416,0.97023304405922,0.9685683271753064,0.0136053922091279,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,45,,45,45,,0,coms,coms,COM,lightweight_adaptation,TensorFlow,pytorch,https://github.com/rail-berkeley/design-baselines,,https://proceedings.mlr.press/v139/trabucco21a.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""epochs"": 100, ""final_alpha"": 0.021155357360839844, ""final_overestimation"": 0.07815507054328918, ""final_train_mse"": 0.011294378899037838, ""resolved_method_config"": {""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""train_samples"": 146, ""validation_mse"": 1.721646785736084, ""validation_samples"": 36}","{""adversarial_steps"": 20, ""alpha"": 0.1, ""alpha_learning_rate"": 0.01, ""batch_size"": 64, ""epochs"": 100, ""hidden_size"": 128, ""learning_rate"": 0.001, ""overestimation_limit"": 0.5, ""particle_learning_rate"": 0.05, ""particle_steps"": 100, ""validation_fraction"": 0.2}","{""final_alpha"": 0.021155357360839844, ""validation_mse"": 1.721646785736084}",-0.8136505106057221,-0.9282921931182766,-0.9202422490127504,1.0023649753407395,0.9615706234109518,0.9644351334709818,-0.0066461345587676,
37c4cda71c6478d0,data_mixture,data_recipes_stack_exchange,LLM-DM,data_mixture,Data Mixture,45,,45,45,,0,bdi,bdi,BDI,lightweight_adaptation,JAX,pytorch,https://github.com/GGchen1997/BDI,,https://proceedings.neurips.cc/paper_files/paper/2022/hash/bd391cf5bdc4b63674d6da3edc1bde0d-Abstract.html,182,0.0,40.0,-3.630530834197998,-0.8202966451644897,-1.154164433479309,0.881195741757863,128,0,0.0,"{""lengthscale"": 4.742185592651367, ""resolved_method_config"": {""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}, ""split_seed"": 0, ""support_points"": 146, ""support_train_mse"": 0.048464737832546234, ""train_samples"": 146, ""validation_samples"": 36}","{""distillation_weight"": 1.0, ""forward_weight"": 1.0, ""gamma"": 0.0, ""label"": 2.0, ""learning_rate"": 0.05, ""lengthscale"": null, ""max_support_points"": 512, ""ridge"": 0.001, ""steps"": 100, ""validation_fraction"": 0.2}",{},-0.8123404947616428,-0.9351383674158088,-0.920393246602303,1.00283113429973,0.9591344654835277,0.9643814021520256,-0.0079561504028469,
37c4cda71c6478d0,synthetic,ackley,Ackley,many_local_minima,Many Local Minima,38,38.0,38,38,38.0,38,best_logged,best_logged,Best Logged,native_baseline,PyTorch,pytorch,,,,256,0.0,100.0,-22.16946349163464,-6.242062380182823,-6.242062380182823,1.0,128,0,0.0,"{""resolved_method_config"": {}, ""visible_logged_samples"": 256}",{},{},-6.242062434460166,-19.84216198917927,-18.80637988399726,0.9999999965922034,0.1461193503051816,0.2111508075990701,5.427734350860192e-08,6.242062434460166
